"Symbol","Series","Date","Prev Close","Open Price","High Price","Low Price","Last Price","Close Price","Average Price","Total Traded Quantity","Turnover","No. of Trades","Deliverable Qty","% Dly Qt to Traded Qty"
"YESBANK","EQ","29-Aug-2016","       1326.50","       1324.70","       1343.00","       1317.00","       1342.75","       1338.65","       1325.80","    2987198","          3960421834.85","     102631","    2006798","         67.18"
"YESBANK","EQ","30-Aug-2016","       1338.65","       1343.00","       1374.75","       1340.20","       1355.15","       1355.20","       1357.96","    3270579","          4441314037.80","      95395","    1929463","         58.99"
"YESBANK","EQ","31-Aug-2016","       1355.20","       1360.00","       1382.30","       1342.00","       1378.05","       1366.10","       1363.54","   23168932","         31591825184.25","     274031","   17460522","         75.36"
"YESBANK","EQ","01-Sep-2016","       1366.10","       1369.70","       1376.65","       1360.15","       1365.00","       1364.85","       1367.70","    2015662","          2756819924.15","      70992","     976721","         48.46"
"YESBANK","EQ","02-Sep-2016","       1364.85","       1365.00","       1394.25","       1362.30","       1391.00","       1388.35","       1379.42","    2073640","          2860430322.30","      55611","    1093712","         52.74"
"YESBANK","EQ","06-Sep-2016","       1388.35","       1389.95","       1449.00","       1389.95","       1448.00","       1440.80","       1426.09","    3144961","          4484994785.55","     108164","    1434586","         45.62"
"YESBANK","EQ","07-Sep-2016","       1440.80","       1447.70","       1447.70","       1390.05","       1406.00","       1401.55","       1413.26","    5120094","          7236006779.05","     134773","    3153501","         61.59"
"YESBANK","EQ","08-Sep-2016","       1401.55","       1387.15","       1390.00","       1321.25","       1323.45","       1328.25","       1350.50","    7127308","          9625455219.35","     154527","    3582599","         50.27"
"YESBANK","EQ","09-Sep-2016","       1328.25","       1250.05","       1315.00","       1246.95","       1275.50","       1276.25","       1283.99","   15748512","         20220892724.60","     262975","    4730749","         30.04"
"YESBANK","EQ","12-Sep-2016","       1276.25","       1249.00","       1249.00","       1197.00","       1199.50","       1205.10","       1215.33","    8790869","         10683780334.05","     157874","    4216028","         47.96"
"YESBANK","EQ","14-Sep-2016","       1205.10","       1203.10","       1256.95","       1203.10","       1254.00","       1253.50","       1232.48","    6382271","          7866033734.25","     133712","    2181913","         34.19"
"YESBANK","EQ","15-Sep-2016","       1253.50","       1240.00","       1240.00","       1206.20","       1224.60","       1221.80","       1221.40","    4831932","          5901735579.85","     106301","    1422109","         29.43"
"YESBANK","EQ","16-Sep-2016","       1221.80","       1232.00","       1239.35","       1158.90","       1174.65","       1169.80","       1198.98","   10291738","         12339542147.00","     223104","    3948058","         38.36"
"YESBANK","EQ","19-Sep-2016","       1169.80","       1166.00","       1193.75","       1155.80","       1179.55","       1177.35","       1176.36","    7352710","          8649399814.40","     138510","    2480726","         33.74"
"YESBANK","EQ","20-Sep-2016","       1177.35","       1189.10","       1213.45","       1171.30","       1207.00","       1207.05","       1192.27","    4774321","          5692268856.70","     111391","    1388453","         29.08"
"YESBANK","EQ","21-Sep-2016","       1207.05","       1209.10","       1227.80","       1209.10","       1221.10","       1220.25","       1220.68","    3740663","          4566166929.05","      91064","    1289721","         34.48"
"YESBANK","EQ","22-Sep-2016","       1220.25","       1245.00","       1259.00","       1230.90","       1243.50","       1246.55","       1242.23","    4631410","          5753292363.00","      94226","    2035910","         43.96"
"YESBANK","EQ","23-Sep-2016","       1246.55","       1245.00","       1248.90","       1228.05","       1231.55","       1233.15","       1239.30","    2034020","          2520768793.20","      50400","     569110","         27.98"
